"employee_number","first_name","last_name","hire_date"
86282,"Martien","Baak","1986-07-24"
232032,"Alain","Alameldin","1986-07-24"
246602,"Samphel","Casley","1986-07-24"
478405,"Hitofumi","Speek","1986-07-24"
43229,"Uzi","Broomell","1986-07-24"
298735,"Mamdouh","Gischer","1986-07-24"
233848,"Sungwon","Slutz","1986-07-24"
419695,"Bartek","Cullers","1986-07-24"
42071,"Akemi","Felder","1986-07-24"
280918,"Aamod","Codenie","1986-07-24"
258083,"Dulce","Lueh","1986-07-24"
483856,"Radhika","Luiz","1986-07-24"
104103,"Menkae","Eugenio","1986-07-24"
417517,"Shir","Bashian","1986-07-24"
273663,"Bartek","Ananiadou","1986-07-24"
12654,"Zhaofang","Tagansky","1986-07-24"
230939,"Peternela","Matzen","1986-07-24"
75974,"Kristine","Schaaf","1986-07-24"
211653,"Sachar","Talmon","1986-07-24"
36040,"Amalendu","Siprelle","1986-07-24"
421484,"Poornachandra","Masaki","1986-07-24"
417084,"Vishwani","Rusterholz","1986-07-24"
411671,"Pranjal","Axelband","1986-07-24"
276386,"Paddy","Taneja","1986-07-24"
101086,"Fumino","Breugel","1986-07-24"
100775,"Fumitake","Bierman","1986-07-24"
412213,"Taiji","Gide","1986-07-24"
58501,"Zhenhua","Hasenauer","1986-07-24"
292004,"Angel","Hockney","1986-07-24"
487452,"Faiza","Muniz","1986-07-24"
276062,"Genta","Constantine","1986-07-24"
436947,"Mario","Keohane","1986-07-24"
487639,"Jianhao","Leuchs","1986-07-24"
220184,"Mahendra","Emiris","1986-07-24"
482823,"Henk","Sidhu","1986-07-24"
251975,"Danai","Schwabacher","1986-07-24"
474287,"Gad","Polajnar","1986-07-24"
494651,"Christfried","Schwabacher","1986-07-24"
74916,"Nevin","Kawashima","1986-07-24"
279614,"Katsuyuki","Herber","1986-07-24"
252485,"Ute","Spinelli","1986-07-24"
267920,"Sivanarayana","Shokrollahi","1986-07-24"
28482,"Dietrich","Papastamatiou","1986-07-24"
216361,"Akeel","Feldhoffer","1986-07-24"
47653,"Georgi","Sluis","1986-07-24"
242773,"Dante","Narwekar","1986-07-24"
100882,"Hugh","Silva","1986-07-24"
298131,"Shen","Vecchi","1986-07-24"
409795,"Gift","Callaway","1986-07-24"
81004,"Ottavia","Perna","1986-07-24"
281413,"Kersti","Monarch","1986-07-24"
475398,"Valdiodio","Auyong","1986-07-24"
434778,"Luise","Botman","1986-07-24"
473901,"Gro","Lindqvist","1986-07-24"
416214,"Shooichi","Debuse","1986-07-24"
264558,"Narain","Fordan","1986-07-24"
30012,"Lokesh","Melski","1986-07-24"
276520,"Nevin","Bernatsky","1986-07-24"
408910,"Demin","Nitta","1986-07-24"
219697,"Hugo","Erman","1986-07-24"
431272,"Rasiah","Vesel","1986-07-24"
63360,"Georgy","Ghazalie","1986-07-24"
291580,"Nidapan","Gniady","1986-07-24"
44106,"Abdelwaheb","England","1986-07-24"
461891,"Ranan","Stranks","1986-07-25"
237995,"Irene","Rassart","1986-07-25"
15706,"Gad","Koshiba","1986-07-25"
219328,"Gro","Arlazarov","1986-07-25"
55360,"Aemilian","Mitzlaff","1986-07-25"
97045,"Hyuncheol","Isaak","1986-07-25"
30551,"Souichi","Breugel","1986-07-25"
46548,"Uno","Schlenzig","1986-07-25"
270011,"Maris","Koshino","1986-07-25"
252276,"Arun","Impagliazzo","1986-07-25"
426934,"Yannik","Papsdorf","1986-07-25"
460573,"Eirik","Yeung","1986-07-25"
12512,"Zissis","Remmele","1986-07-25"
495705,"Tiina","Alpay","1986-07-25"
31366,"Giri","Mitzlaff","1986-07-25"
424259,"Seongbin","Bennis","1986-07-25"
219669,"Ziyad","Hiraishi","1986-07-25"
50753,"Arvind","Herber","1986-07-25"
468311,"Sanjiv","Zeleznik","1986-07-25"
442142,"Shmuel","Stanger","1986-07-25"
77786,"Munehiro","Vieth","1986-07-25"
472669,"Kellyn","Lemarechal","1986-07-25"
420700,"Koldo","Olano","1986-07-25"
437609,"Sedat","Hopewell","1986-07-25"
401366,"Luise","Matzat","1986-07-25"
81953,"Leandro","Blokdijk","1986-07-25"
208509,"Teunis","Morris","1986-07-25"
272584,"Lobel","Impagliazzo","1986-07-25"
400810,"Renny","Chimia","1986-07-25"
239873,"Mohd","Baaz","1986-07-25"
90063,"Ortrun","Tsunoo","1986-07-25"
92989,"Tooru","Gimbel","1986-07-25"
25811,"Fen","Ranze","1986-07-25"
404302,"Miomir","Baar","1986-07-25"
432318,"Khedija","Krohm","1986-07-25"
28032,"Ioana","Gente","1986-07-25"
271923,"Tiina","Servi","1986-07-25"
293937,"Alois","Huttel","1986-07-25"
233126,"Geoff","Kranzdorf","1986-07-25"
16376,"Mamdouh","Smailagic","1986-07-25"
426335,"Along","Vidal","1986-07-25"
475834,"Constantine","Gien","1986-07-25"
420277,"Jaewon","Teitelbaum","1986-07-25"
248027,"Margo","Acton","1986-07-25"
498599,"Marc","Awdeh","1986-07-25"
242749,"Tetsurou","Chandrasekhar","1986-07-25"
486260,"Goa","Ponthieu","1986-07-25"
480479,"Zsolt","Kobuchi","1986-07-25"
237555,"Uzi","Delgrande","1986-07-25"
10847,"Theirry","Danley","1986-07-25"
58612,"Divine","Junet","1986-07-25"
87668,"TRUE","Sankaranarayanan","1986-07-25"
219848,"Thodoros","Rosch","1986-07-25"
472497,"Sajjan","Plessier","1986-07-25"
202542,"Valeri","Hiraishi","1986-07-25"
11090,"Ebbe","Hasenauer","1986-07-25"
24703,"Richard","Vecchio","1986-07-25"
57806,"Gianluca","Bresenham","1986-07-25"
18267,"Atreye","Kabayashi","1986-07-25"
41164,"Anyuan","Tibblin","1986-07-25"
493230,"Branimir","Picel","1986-07-25"
72920,"Dekang","Radivojevic","1986-07-25"
298838,"Alair","Olano","1986-07-25"
19071,"Leah","Gruenwald","1986-07-25"
17280,"Xuejia","Merle","1986-07-25"
440369,"Parto","Angot","1986-07-25"
261042,"Takahira","Fiebach","1986-07-25"
55962,"Mohit","Pleszkun","1986-07-25"
46437,"Yongqiao","Hennings","1986-07-25"
214065,"Valdiodio","Mandell","1986-07-25"
236758,"Wilmer","Slobodova","1986-07-25"
40606,"Janche","Ranta","1986-07-25"
246225,"Reuven","Birjandi","1986-07-25"
42512,"Moheb","Munro","1986-07-25"
421275,"Gaurav","Bressoud","1986-07-25"
227719,"Divine","Speel","1986-07-25"
421856,"Mona","Suomi","1986-07-25"
227697,"Keung","Kulisch","1986-07-25"
446554,"Utpal","Litvinov","1986-07-25"
232055,"Ute","Morris","1986-07-25"
452590,"Weiru","Nilsson","1986-07-25"
285715,"Sadun","Babu","1986-07-25"
58826,"Emdad","Peral","1986-07-25"
427792,"Huiqun","Acton","1986-07-25"
68044,"Yahiko","Aloia","1986-07-25"
74116,"Adit","Couchot","1986-07-25"
225881,"Gianluca","Parfitt","1986-07-25"
463130,"Saniya","Ruther","1986-07-25"
51713,"Mamdouh","Penz","1986-07-25"
90285,"Gretta","Kaltofen","1986-07-25"
89388,"Divier","Hasenauer","1986-07-25"
54528,"Tomoyuki","Narwekar","1986-07-25"
454582,"Rafael","Greenaway","1986-07-25"
25965,"Sumant","Lung","1986-07-25"
101425,"Lalit","Speel","1986-07-26"
61072,"Kiyotoshi","Cools","1986-07-26"
251104,"Jouko","Nourani","1986-07-26"
484972,"Naraig","Barbanera","1986-07-26"
296479,"Henk","Gulik","1986-07-26"
275633,"Katsuo","Birnbaum","1986-07-26"
261374,"Arumugam","Antonisse","1986-07-26"
80543,"Nigel","Marshall","1986-07-26"
201887,"Wuxu","Chenney","1986-07-26"
222057,"Toshimo","Openshaw","1986-07-26"
485202,"Mabo","Dechter","1986-07-26"
212626,"Ravishankar","Mersereau","1986-07-26"
50218,"Boguslaw","Baer","1986-07-26"
28884,"TRUE","Rousseau","1986-07-26"
77317,"Rosine","Schmiedel","1986-07-26"
239933,"Subhankar","Kaelbling","1986-07-26"
81050,"Moti","Sridhar","1986-07-26"
433406,"Mansur","Kulisch","1986-07-26"
461248,"Pranas","Azuma","1986-07-26"
450940,"Chiradeep","Pietrzykowski","1986-07-26"
200913,"Xinyu","Birnbaum","1986-07-26"
409210,"Satoru","Pouyioutas","1986-07-26"
230412,"Subhrajyoti","Mikschl","1986-07-26"
407385,"Fumitaka","Silva","1986-07-26"
98680,"Serge","Tchuente","1986-07-26"
230059,"Zijian","Narlikar","1986-07-26"
46774,"Sedat","Zschoche","1986-07-26"
479611,"Adam","Tetzlaff","1986-07-26"
222226,"Erzsebet","Limongiello","1986-07-26"
253794,"Toshiko","Tibblin","1986-07-26"
85820,"Jiafu","Shanbhogue","1986-07-26"
55182,"Duri","Denos","1986-07-26"
226715,"Paloma","Sullins","1986-07-26"
29517,"Satosi","Lenart","1986-07-26"
95985,"Subbu","Orsini","1986-07-26"
236030,"Rosli","Varley","1986-07-26"
60147,"Boaz","Herbst","1986-07-26"
29872,"Naftaly","Eppinger","1986-07-26"
254814,"Tsz","Worfolk","1986-07-26"
423050,"Jianwen","Schueller","1986-07-26"
42993,"Shuky","Gire","1986-07-26"
445996,"Christophe","Biran","1986-07-26"
109294,"Udi","Savasere","1986-07-26"
409501,"Ung","Usery","1986-07-26"
74056,"Fumitake","Ishibashi","1986-07-26"
226964,"Lakshmi","Shrader","1986-07-26"
42520,"Frazer","Wiegley","1986-07-26"
498704,"Odinaldo","Gire","1986-07-26"
448357,"Parviz","Munch","1986-07-26"
449631,"Berni","Candan","1986-07-26"
95125,"Lucien","Jiang","1986-07-26"
480645,"Paloma","Luon","1986-07-26"
486475,"Naftaly","Perng","1986-07-26"
76598,"Keung","Ferriere","1986-07-26"
240445,"Henk","Kusakari","1986-07-26"
475216,"Zeljko","Cannata","1986-07-26"
475981,"Phule","Wilfing","1986-07-26"
423839,"Rasikan","Hinsberger","1986-07-26"
248475,"Masoud","Wursthorn","1986-07-26"
204745,"Oscar","Masaki","1986-07-26"
255955,"Berry","Coney","1986-07-26"
215156,"Kensei","Conti","1986-07-26"
447977,"Radhia","Serov","1986-07-26"
24133,"Prodip","Ramalingam","1986-07-26"
67661,"Sandeepan","Copas","1986-07-26"
34945,"Khosrow","Xiaoshan","1986-07-26"
475686,"Elrique","Reeken","1986-07-26"
428751,"Udaiprakash","Falck","1986-07-26"
226792,"Siamak","Shackel","1986-07-26"
404977,"Ennio","Bharadwaj","1986-07-26"
64534,"Ayakannu","Danlos","1986-07-26"
258457,"TRUE","Gihr","1986-07-26"
298484,"Reuven","Aloisi","1986-07-26"
72768,"Sajjad","Kolvik","1986-07-26"
216787,"Basem","Vernadat","1986-07-26"
464314,"Honglan","Jansch","1986-07-26"
226075,"Achilleas","Swen","1986-07-26"
244658,"Udi","Suwa","1986-07-26"
84695,"Yuchang","Kohling","1986-07-26"
488164,"Kaijung","Bahk","1986-07-26"
421994,"Lubomir","Cyre","1986-07-26"
405802,"Syozo","Peck","1986-07-26"
11995,"Lenore","Comyn","1986-07-26"
57788,"Kristof","Conde","1986-07-26"
210895,"Guadalupe","Steinauer","1986-07-26"
277081,"Mooi","Lamma","1986-07-26"
279594,"Alexius","Ponthieu","1986-07-26"
494634,"Garnet","Coombs","1986-07-26"
213185,"Guenter","Yoshizawa","1986-07-26"
449750,"Somnath","Yavatkar","1986-07-26"
81289,"Zhilian","Pardalos","1986-07-26"
424678,"Makato","Spinelli","1986-07-26"
480584,"Bernardo","Lichtman","1986-07-26"
270084,"Ulises","Frolund","1986-07-26"
459563,"Martien","Papastamatiou","1986-07-26"
492297,"Niteen","Ciolek","1986-07-26"
77700,"Lidong","Akaboshi","1986-07-26"
13501,"Caolyn","Peek","1986-07-26"
449664,"Toshimitsu","Wielonsky","1986-07-26"
482518,"Hidde","Budinsky","1986-07-26"
49469,"Shin","Cannata","1986-07-26"
206930,"Barun","Schaaf","1986-07-26"
468378,"Mrinalini","Passafiume","1986-07-26"
69147,"Heekeun","Ritcey","1986-07-27"
273451,"Narain","Srimani","1986-07-27"
402252,"Rosella","Kamble","1986-07-27"
449745,"Jeong","Imataki","1986-07-27"
269305,"Sergi","Prenel","1986-07-27"
462810,"Naftaly","Ressouche","1986-07-27"
61214,"JoAnne","Peac","1986-07-27"
220417,"Lidong","Marrakchi","1986-07-27"
480259,"Giap","Antonakopoulos","1986-07-27"
448046,"Mang","Serov","1986-07-27"
477679,"Chenye","Bach","1986-07-27"
259672,"Chinho","Lodder","1986-07-27"
407255,"Morris","Iwayama","1986-07-27"
449961,"Diederik","Swist","1986-07-27"
449567,"Danny","Panienski","1986-07-27"
430848,"Xuejun","Shimshoni","1986-07-27"
472964,"Shigeo","Beznosov","1986-07-27"
204895,"Baziley","Merks","1986-07-27"
405826,"Angel","Naudin","1986-07-27"
70379,"Boguslaw","Peroz","1986-07-27"
480600,"Heeju","Karunanithi","1986-07-27"
206151,"Visit","Binding","1986-07-27"
492320,"Arunachalam","Thebaut","1986-07-27"
54426,"Percy","Usdin","1986-07-27"
462219,"Zejun","Ossenbruggen","1986-07-27"
25144,"Shaibal","Stellhorn","1986-07-27"
233976,"Chaosheng","Harllee","1986-07-27"
405444,"Barton","Penz","1986-07-27"
439262,"Chirstian","Cappelli","1986-07-27"
88573,"Ziyad","Chvatal","1986-07-27"
262411,"Ronghao","Warwick","1986-07-27"
208498,"Avishai","Rosin","1986-07-27"
474417,"Florina","Curless","1986-07-27"
280724,"Maris","Wrigley","1986-07-27"
468034,"Elvia","Leivant","1986-07-27"
440557,"Dharmaraja","Stifter","1986-07-27"
434418,"Magdalena","Khalil","1986-07-27"
249722,"Sverrir","Bondorf","1986-07-27"
467098,"Tsutomu","Schauser","1986-07-27"
207021,"Jacqueline","Akaboshi","1986-07-27"
200449,"Paraskevi","Doering","1986-07-27"
255864,"Hairong","Bisiani","1986-07-27"
474290,"Fei","Zhiwei","1986-07-27"
95520,"Jingling","Birsak","1986-07-27"
448956,"Bangqing","Kolinko","1986-07-27"
460554,"Stevo","Bernini","1986-07-27"
27880,"Yinlin","Poujol","1986-07-27"
16763,"Yishai","Baja","1986-07-27"
285804,"Zhiguo","Falster","1986-07-27"
210791,"Mooi","Schreiter","1986-07-27"
237704,"Vivian","Raoux","1986-07-27"
215141,"Aluzio","Tzvieli","1986-07-27"
286941,"Arlette","Savasere","1986-07-27"
465851,"Gilbert","Felder","1986-07-27"
448632,"Chikako","Hiroyama","1986-07-27"
490067,"Weidon","Thibadeau","1986-07-27"
49509,"Roselyn","Samarati","1986-07-27"
269715,"Ohad","Crelier","1986-07-27"
202883,"Mohd","Sluis","1986-07-27"
23425,"Weijing","Viele","1986-07-27"
45793,"Shahar","Lampe","1986-07-27"
40904,"Fumiko","Willoner","1986-07-27"
219850,"Yishai","Syrzycki","1986-07-27"
245211,"Yechezkel","Bharadwaj","1986-07-27"
475963,"Ibibia","Emden","1986-07-27"
471293,"Christoper","Ranon","1986-07-27"
10921,"Mara","Bahi","1986-07-27"
290857,"Zeljko","Garigliano","1986-07-27"
446459,"Kristof","Kusakari","1986-07-27"
253914,"Syozo","DeMori","1986-07-27"
241857,"Yishai","Cullers","1986-07-27"
95260,"Annemarie","Lorcy","1986-07-27"
412388,"Garnet","Kavvadias","1986-07-27"
293784,"Radhika","Feldhoffer","1986-07-27"
402354,"Dante","Mersereau","1986-07-27"
100998,"Breannda","Portugali","1986-07-27"
428112,"Mona","Vesna","1986-07-27"
290317,"Yoshinari","Schapiro","1986-07-27"
31224,"Uta","Apsitis","1986-07-27"
87358,"Ipke","Sridhar","1986-07-27"
269104,"Behnaam","Benzaken","1986-07-27"
39161,"Basim","Panangaden","1986-07-27"
214193,"Shaleah","Backhouse","1986-07-27"
212859,"Parke","Gruenwald","1986-07-27"
227110,"Parto","Kropatsch","1986-07-27"
477559,"Kerhong","Junot","1986-07-27"
11005,"Byong","Douceur","1986-07-27"
481566,"Moie","Gire","1986-07-27"
82646,"Shugo","Plump","1986-07-27"
97392,"Shaibal","Rahimi","1986-07-27"
101715,"Tiina","Junet","1986-07-27"
426124,"Piyush","Range","1986-07-27"
28672,"Kazuhiro","Brender","1986-07-27"
205071,"Tommaso","Stanfel","1986-07-27"
291248,"Kazuyasu","Hettesheimer","1986-07-27"
245176,"Uinam","Nations","1986-07-27"
298643,"Seongbae","Munos","1986-07-27"
70441,"Luise","Aamodt","1986-07-27"
104377,"Ottavia","Uludag","1986-07-27"
12661,"Berry","Lung","1986-07-27"
241784,"Francesca","Lamparter","1986-07-27"
287711,"Amabile","Jansch","1986-07-28"
296643,"Almudena","Cannard","1986-07-28"
206189,"Margo","Slutz","1986-07-28"
19182,"Arvind","Suri","1986-07-28"
242170,"Bikash","Kaiserswerth","1986-07-28"
13560,"Sibyl","Jeong","1986-07-28"
285604,"Collette","Vrecion","1986-07-28"
284638,"Heping","Tsukuda","1986-07-28"
102257,"Stella","Tsukune","1986-07-28"
31126,"Mokhtar","Siegrist","1986-07-28"
34476,"Kwangjo","Wiegley","1986-07-28"
437373,"Mayuko","Lieberherr","1986-07-28"
280309,"Chuanyi","Bolsens","1986-07-28"
253319,"Xuejun","Giveon","1986-07-28"
481179,"Remmert","Rosay","1986-07-28"
202723,"Arunachalam","Yemenis","1986-07-28"
250746,"Mariusz","Gils","1986-07-28"
16194,"Mikhail","Yeung","1986-07-28"
73499,"Ult","Ferriere","1986-07-28"
486094,"Keung","Senzako","1986-07-28"
236341,"Jongsuk","Emden","1986-07-28"
217239,"Xuedong","Heuter","1986-07-28"
456584,"Paris","Talmon","1986-07-28"
62702,"Rosli","Schade","1986-07-28"
426132,"Sachio","Orlowska","1986-07-28"
33305,"Sachio","Nitsch","1986-07-28"
453576,"Khosrow","Schnabel","1986-07-28"
243233,"Nathalie","Lindqvist","1986-07-28"
419498,"Lucien","Nanard","1986-07-28"
276765,"Sivanarayana","Jervis","1986-07-28"
226795,"Shuky","Danner","1986-07-28"
231532,"Toshiko","Papsdorf","1986-07-28"
217394,"Raimond","Backhouse","1986-07-28"
279745,"Hongzue","Brattka","1986-07-28"
418335,"Kwok","Dalton","1986-07-28"
248885,"Xiong","Kieras","1986-07-28"
12578,"Tamiya","Perin","1986-07-28"
297272,"Adil","Demian","1986-07-28"
284525,"Emran","Chaudhuri","1986-07-28"
89379,"Akeel","Bisiani","1986-07-28"
13543,"Tua","Garigliano","1986-07-28"
258496,"Serap","Zultner","1986-07-28"
103704,"Akeel","Kleiser","1986-07-28"
402131,"Shin","Zhang","1986-07-28"
245678,"Gio","Hatcliff","1986-07-28"
26149,"LiMin","Kalefeld","1986-07-28"
451255,"Seongbin","Hardjono","1986-07-28"
67389,"Cullen","Tanemo","1986-07-28"
261664,"Hatsukazu","Maquelin","1986-07-28"
231274,"Shrikanth","Zaiane","1986-07-28"
222700,"Brendon","Suppi","1986-07-28"
37560,"Gift","Kakkar","1986-07-28"
68404,"Kerryn","Flowers","1986-07-28"
414313,"Valeska","dAstous","1986-07-28"
63591,"Martien","Zultner","1986-07-28"
271789,"Valeri","Aamodt","1986-07-28"
415544,"Gadiel","Bahk","1986-07-28"
250162,"Gunilla","Fairtlough","1986-07-28"
295377,"Thodoros","Reinhart","1986-07-28"
79115,"Adin","Narlikar","1986-07-28"
215867,"Reinhard","Ligten","1986-07-28"
66624,"Huiqun","Bharadwaj","1986-07-28"
463674,"Val","Rosis","1986-07-28"
217229,"Yannik","Feldmann","1986-07-28"
274547,"Guttorm","Ratnakar","1986-07-28"
64401,"Kristin","Swiss","1986-07-28"
437582,"Valdiodio","Pollock","1986-07-28"
211971,"Jaana","Suwa","1986-07-28"
31629,"Toong","Veldwijk","1986-07-28"
496586,"Guttorm","Morrey","1986-07-28"
456335,"Mechthild","Ranum","1986-07-28"
37719,"Nakhoon","Buescher","1986-07-28"
491484,"Shugo","Oberman","1986-07-28"
496660,"Jianhui","Schonegge","1986-07-28"
257091,"Poorav","Randi","1986-07-28"
54748,"Taizo","Showalter","1986-07-28"
65103,"Mariusz","Bael","1986-07-28"
16733,"Zijian","Serna","1986-07-28"
31390,"Fei","Liedekerke","1986-07-28"
245652,"Shirish","Delgrange","1986-07-28"
281713,"Saeed","Benaini","1986-07-28"
250522,"Karlis","Furedi","1986-07-28"
29261,"Paraskevi","Kopetz","1986-07-28"
453339,"Kellie","Vendrig","1986-07-28"
77212,"Shaowen","Einsfeld","1986-07-28"
488365,"Amabile","Pearson","1986-07-28"
297188,"Chaoyi","Impagliazzo","1986-07-28"
417961,"Junichi","Lienhardt","1986-07-28"
232934,"Heeju","Bellone","1986-07-28"
455089,"Fen","Lovengreen","1986-07-28"
227777,"Ingmar","Ibel","1986-07-28"
20316,"Kellie","Krybus","1986-07-28"
451770,"Subir","Merks","1986-07-28"
409139,"Xuejia","Nourani","1986-07-28"
456612,"Demos","Axelband","1986-07-28"
288136,"Chiranjit","Thisen","1986-07-28"
48506,"Sangeeta","Maksimenko","1986-07-28"
105599,"Nitsan","Kampfer","1986-07-28"
454017,"Premsyl","Kranzdorf","1986-07-28"
411900,"Mari","Wynblatt","1986-07-28"
222977,"Bernd","Sudbeck","1986-07-28"
458563,"Margareta","Tokunaga","1986-07-28"
80351,"Peer","Coors","1986-07-28"
269653,"Pintsang","Shiratori","1986-07-28"
417290,"Dietrich","Parhami","1986-07-28"
488748,"Huai","Mahmud","1986-07-28"
106307,"Gil","Lunn","1986-07-28"
217188,"Leszek","Bach","1986-07-28"
65804,"Otilia","Driscoll","1986-07-28"
456001,"DAIDA","Dechter","1986-07-29"
221795,"Ashish","Nations","1986-07-29"
67271,"Maren","Schiettecatte","1986-07-29"
441299,"Barna","Shokrollahi","1986-07-29"
421255,"Yuping","Plotkin","1986-07-29"
64689,"Bernice","Jakobus","1986-07-29"
444780,"Kinh","Maksimenko","1986-07-29"
214522,"Otmar","Flanders","1986-07-29"
205234,"Munir","Segond","1986-07-29"
217301,"Radhika","Zobel","1986-07-29"
407588,"Mohamadou","Masaki","1986-07-29"
426949,"Edwin","Rosen","1986-07-29"
33196,"Jungsoon","Gist","1986-07-29"
294857,"Caolyn","Ozeri","1986-07-29"
491699,"Hauke","Uhrik","1986-07-29"
489101,"Udaiprakash","Rosenbaum","1986-07-29"
286964,"Zvonko","Kandlur","1986-07-29"
233260,"Marl","Picaronny","1986-07-29"
254700,"Bikash","Waschkowski","1986-07-29"
214089,"Teiji","Bresenham","1986-07-29"
422767,"Nagui","Velardi","1986-07-29"
13371,"Nakhoon","Riexinger","1986-07-29"
250260,"Baoqiu","Aloia","1986-07-29"
495087,"Shaibal","Ulupinar","1986-07-29"
292341,"Sajjad","Huhdanpaa","1986-07-29"
434578,"Rimon","Cangellaris","1986-07-29"
448387,"Shaz","Picel","1986-07-29"
220871,"Kazuyasu","Pietracaprina","1986-07-29"
28758,"Vidar","Parveen","1986-07-29"
479304,"Pradeep","Wissmann","1986-07-29"
25703,"Xudong","Junot","1986-07-29"
109769,"Muzhong","Barbanera","1986-07-29"
79867,"Bingning","Zhang","1986-07-29"
72545,"Ravishankar","Strooper","1986-07-29"
446999,"Serap","Bamford","1986-07-29"
38255,"Zine","Flexer","1986-07-29"
481205,"Licheng","Chiodo","1986-07-29"
10965,"Eckart","Braunschweig","1986-07-29"
437639,"Barun","Imataki","1986-07-29"
275809,"Leni","Karlin","1986-07-29"
242972,"Richard","Adachi","1986-07-29"
257953,"Kwangyoen","Alencar","1986-07-29"
237300,"Nadjib","Dymetman","1986-07-29"
238338,"Lein","Bergere","1986-07-29"
250987,"Elzbieta","Nations","1986-07-29"
50466,"Jeanna","Hedayat","1986-07-29"
12113,"Larisa","DeMori","1986-07-29"
427555,"Sajjad","Georgatos","1986-07-29"
455209,"Shrikanth","Rassart","1986-07-29"
242109,"Bodh","Herbst","1986-07-29"
485745,"Sanjiv","Speckmann","1986-07-29"
99740,"Adly","Wiegley","1986-07-29"
454846,"Billur","Setlzner","1986-07-29"
416853,"Lalit","Negoita","1986-07-29"
428922,"Chuanyi","Servi","1986-07-29"
483223,"Gadiel","Usery","1986-07-29"
224321,"Shooichi","Ritcey","1986-07-29"
96138,"Lidong","Ghalwash","1986-07-29"
290773,"Ottavia","Mukaidono","1986-07-29"
450813,"JiYoung","Klyachko","1986-07-29"
212001,"Ramzi","Gronowski","1986-07-29"
485910,"Marla","Rosiles","1986-07-29"
468236,"Kristin","Domenig","1986-07-29"
405034,"Venkatesan","Vadhan","1986-07-29"
440352,"Tianruo","Ghalwash","1986-07-29"
285699,"Conrado","Vidal","1986-07-29"
468377,"Piyawadee","Nooteboom","1986-07-29"
439371,"Satoru","Pehl","1986-07-29"
438883,"Renee","Kisuki","1986-07-29"
231609,"Denny","Casperson","1986-07-29"
65485,"Luisa","Barinka","1986-07-29"
85244,"Magy","Kakkad","1986-07-29"
477483,"Fatemeh","Luga","1986-07-29"
439474,"Chiranjit","Pargaonkar","1986-07-29"
452042,"Palash","Rosin","1986-07-29"
437917,"Tesuya","Savasere","1986-07-29"
79152,"Barun","Rubsam","1986-07-29"
297094,"Shaunak","Macedo","1986-07-29"
89519,"Vasilis","Szilard","1986-07-29"
415666,"Shrikanth","Marchesini","1986-07-29"
229544,"Heon","Panangaden","1986-07-29"
472755,"Munir","Schieder","1986-07-29"
18768,"Rosella","Kowalchuk","1986-07-29"
406850,"Ayakannu","Ouhyoung","1986-07-29"
241778,"Vitaly","Zumaque","1986-07-29"
49005,"Matk","Vadhan","1986-07-29"
236632,"Bilhanan","Wilharm","1986-07-29"
92165,"Jongsuk","Ashish","1986-07-29"
211506,"Hideo","Sury","1986-07-29"
472281,"Itzchak","Manderick","1986-07-29"
67174,"Rance","Budinsky","1986-07-29"
258271,"Mads","Peck","1986-07-29"
49002,"Indrajit","Verspoor","1986-07-29"
42684,"Behnaam","Dengi","1986-07-29"
493261,"Demin","Savasere","1986-07-29"
36455,"Chrisa","Masada","1986-07-29"
285323,"Ger","Restivo","1986-07-29"
87879,"Adib","Vural","1986-07-29"
232440,"Ottavia","Ressouche","1986-07-29"
230701,"Kristen","Salverda","1986-07-29"
32583,"Siamak","Comte","1986-07-29"
248243,"Maja","Perl","1986-07-29"
439024,"Marsja","Fiebach","1986-07-29"
274134,"Odoardo","Bierman","1986-07-29"
275249,"Katsuyuki","Zucker","1986-07-29"
26905,"Fatemeh","Markovitch","1986-07-29"
43359,"Gadiel","Sidou","1986-07-29"
49836,"Jovan","Hmelo","1986-07-29"
220318,"Jianhua","Bolotov","1986-07-30"
284860,"Uriel","Barreiro","1986-07-30"
235834,"Kish","Ducloy","1986-07-30"
204363,"Giap","Jullig","1986-07-30"
496575,"Makato","Kadhim","1986-07-30"
239980,"Chaitali","Velardi","1986-07-30"
289126,"Radhika","Jeansoulin","1986-07-30"
205826,"Diederik","Schauser","1986-07-30"
299507,"Vishwani","Jayawardene","1986-07-30"
78361,"TRUE","Jording","1986-07-30"
34938,"Macha","Penz","1986-07-30"
31180,"Arve","Sessa","1986-07-30"
103557,"Chenxi","Remmers","1986-07-30"
213639,"Zhaofang","Rodham","1986-07-30"
63516,"Toshimitsu","Steinauer","1986-07-30"
59217,"Holgard","Champarnaud","1986-07-30"
28385,"Filipp","Conia","1986-07-30"
409291,"Makato","Lund","1986-07-30"
498151,"Siamak","Matzat","1986-07-30"
469386,"Cristinel","Cangellaris","1986-07-30"
464650,"Sugwoo","Pramanik","1986-07-30"
420238,"Aloke","Hockney","1986-07-30"
76750,"Tomoyuki","Eastman","1986-07-30"
281165,"Rasiah","Lores","1986-07-30"
284985,"Achilleas","Oberman","1986-07-30"
217994,"Shigeu","Cappelli","1986-07-30"
46872,"Danny","Serov","1986-07-30"
468737,"Josyula","Pollacia","1986-07-30"
211962,"Gianluca","Verhoeff","1986-07-30"
66556,"Hongzhu","Remmele","1986-07-30"
42591,"Lakshmi","Eppinger","1986-07-30"
266854,"Theron","Simmen","1986-07-30"
